OWNERID,ADOPTIONNUMBER,ANIMALID,ANIMALNAME,BASECOLOURID,BREEDID,BREEDNAME,DATEOFBIRTH,SEX,COMBITESTRESULT,FLVRESULT,DECLAWED,SHELTERLOCATION,DATEBROUGHTIN,MOSTRECENTENTRYDATE,ANIMALAGE,WEIGHT
978,2383,762,Iron Man (Henry),3,261,Domestic Short Hair,6/12/15,1,1,1,0,4,8/5/15,8/5/15,5 years 2 months.,3.34
4099,4828,2658,Alastair,68,261,Domestic Short Hair,1/25/15,1,1,1,0,3,1/27/17,1/27/17,2 years 11 months.,8.62
1098,4791,2353,Bro (Christian Grey),67,261,Domestic Short Hair,11/4/12,1,1,1,0,5,11/30/16,11/30/16,8 years 1 month.,8.85
6374,8762,4713,Roman,3,261,Domestic Short Hair,3/21/16,1,1,1,0,24,3/21/18,3/21/18,2 years 11 months.,6.2
4973,6673,3787,Corn Pop,79,261,Domestic Short Hair,5/17/17,1,1,1,0,6,9/8/17,9/8/17,1 year 9 months.,3.44
1228,3131,1084,Lucky,1,261,Domestic Short Hair,11/16/14,0,1,1,0,5,2/16/16,2/16/16,5 years 0 months.,9.16
4759,5794,2880,Master (Max),1,252,Domestic Medium Hair,2/23/17,1,1,1,0,10,2/24/17,2/24/17,8 months.,7.43
6834,9604,5092,Jett,3,261,Domestic Short Hair,4/7/18,1,1,1,0,19,6/16/18,6/16/18,9 months.,3.53
4496,5206,2954,Stacey,82,252,Domestic Medium Hair,11/19/16,0,1,1,0,9,4/21/17,4/21/17,1 year 9 months.,6.76
4060,4772,2423,Carrie,67,261,Domestic Short Hair,5/4/15,0,1,1,0,8,12/15/16,12/15/16,4 years 7 months.,8.25
1639,4095,1484,Mikan,69,261,Domestic Short Hair,4/22/16,0,1,1,0,19,9/22/16,9/22/16,1 year 2 months.,0
336,6457,3528,Evermore,74,261,Domestic Short Hair,6/25/17,0,1,1,0,4,8/3/17,8/3/17,1 year 7 months.,2.94
1661,4138,1482,Anzu,69,261,Domestic Short Hair,4/22/16,0,1,1,0,19,9/22/16,9/22/16,1 year 2 months.,0
583,1436,433,Charlie,3,261,Domestic Short Hair,7/10/13,1,1,1,0,8,11/22/14,11/22/14,5 years 5 months.,0
494,1251,407,Scott Simon,94,261,Domestic Short Hair,7/6/14,1,1,1,0,4,11/6/14,11/6/14,2 years 10 months.,0
3531,4323,1509,Stringer Bell,91,261,Domestic Short Hair,7/1/11,1,1,1,1,6,10/13/16,10/13/16,6 years 2 months.,8.22
353,889,326,Barbara (Madison),65,252,Domestic Medium Hair,5/1/14,0,1,1,0,4,9/23/14,9/23/14,4 years 10 months.,0
14553,20411,2368,Sassy,3,261,Domestic Short Hair,11/10/12,0,2,1,0,9,11/9/16,2/10/21,8 years 3 months.,8.4
3688,4486,2368,Sassy,3,261,Domestic Short Hair,11/10/12,0,2,1,0,9,11/9/16,2/10/21,8 years 3 months.,8.4
5938,8191,4495,Nevaeh (Violet),75,261,Domestic Short Hair,6/9/17,0,1,1,0,3,1/16/18,1/16/18,1 year 0 months.,6.94
272,662,238,Sweet Pete,74,261,Domestic Short Hair,6/25/13,0,1,1,0,5,6/18/14,6/18/14,3 years 10 months.,0
735,1677,577,Bug (Paxton),84,294,Siamese,6/1/14,1,1,1,0,16,3/7/15,3/7/15,5 years 9 months.,7.23
3615,4467,2395,Lilith,85,319,Snowshoe Mix,5/16/16,0,1,1,0,3,11/19/16,11/19/16,3 years 6 months.,7.76
5503,6951,4229,Binx,1,261,Domestic Short Hair,11/6/16,1,1,1,0,24,11/3/17,11/3/17,4 years 5 months.,0
3122,7540,4359,Lydia,6,261,Domestic Short Hair,11/2/15,0,0,0,0,24,8/19/16,8/19/16,3 years 1 month.,0
1510,3860,1362,Skylar,1,261,Domestic Short Hair,5/5/16,0,1,1,0,7,7/14/16,7/14/16,3 years 9 months.,3.38
6194,8534,4610,Presley,3,261,Domestic Short Hair,4/2/17,1,1,1,0,9,2/16/18,2/16/18,1 year 1 month.,10.3
4528,5931,3450,Axel (Benny),1,261,Domestic Short Hair,5/12/17,1,1,1,0,19,7/31/17,7/31/17,3 years 1 month.,2.97
4901,5948,3243,Echo,79,252,Domestic Medium Hair,9/1/16,0,1,1,0,4,7/6/17,7/6/17,2 years 10 months.,7.29
6080,8338,3699,Salina,1,261,Domestic Short Hair,8/23/13,0,1,1,0,2,9/7/17,9/7/17,4 years 7 months.,8.86
4896,5944,3343,Cottonball (Pippa),90,243,Domestic Long Hair,5/4/17,0,1,1,0,19,7/13/17,7/13/17,6 months.,3.09
1573,3972,1381,Beyonce,3,243,Domestic Long Hair,7/28/13,0,1,1,1,3,7/27/16,7/27/16,7 years 7 months.,10.88
7954,11334,6397,Richie,88,261,Domestic Short Hair,6/28/18,1,1,1,0,5,12/17/18,12/17/18,1 year 3 months.,6.28
4871,5909,3206,Audra (Audrey),62,261,Domestic Short Hair,1/1/16,0,1,1,0,9,7/6/17,7/6/17,3 years 7 months.,8.6
3141,4180,1511,Erik,63,261,Domestic Short Hair,4/29/16,1,1,1,0,5,9/29/16,9/29/16,1 year 4 months.,5.26
5818,8037,4093,Elijah,94,252,Domestic Medium Hair,4/25/17,1,1,1,0,5,11/2/17,11/2/17,1 year 5 months.,8.97
8114,11532,6710,Babble,79,261,Domestic Short Hair,9/4/18,1,1,1,0,24,2/2/19,2/2/19,10 months.,6
4921,5968,3077,Hera (Olive),74,261,Domestic Short Hair,5/26/15,0,1,1,0,9,6/22/17,6/22/17,5 years 2 months.,8.6
5361,6692,3962,Ulysses,1,261,Domestic Short Hair,7/25/17,1,1,1,0,4,9/27/17,9/27/17,20 weeks.,2.93
111,175,96,Cricket,6,261,Domestic Short Hair,5/26/13,0,1,1,0,3,3/9/14,3/9/14,6 years 9 months.,0
122,460,148,Joni (Maggie),68,261,Domestic Short Hair,3/8/14,0,1,1,0,1,4/26/14,4/26/14,3 years 2 months.,0
3984,4702,2608,Stickers,6,261,Domestic Short Hair,2/6/16,0,1,1,0,4,1/12/17,1/12/17,1 year 8 months.,6.04
1516,4052,1406,Potato Chip,69,261,Domestic Short Hair,4/28/16,1,1,1,0,4,8/4/16,8/4/16,1 year 2 months.,4.65
4672,5617,3003,Saturn (Ozzy),1,261,Domestic Short Hair,2/23/17,1,1,1,0,4,5/12/17,5/12/17,2 years 3 months.,5.79
9085,13021,7370,Maisie,63,261,Domestic Short Hair,9/20/18,0,1,1,0,2,6/27/19,6/27/19,10 months.,6.2
4138,4870,2648,Valerie,6,261,Domestic Short Hair,7/8/15,0,1,1,0,5,2/16/17,2/16/17,6 years 1 month.,6.11
140,305,120,George,68,261,Domestic Short Hair,2/26/14,1,1,1,0,4,4/9/14,4/9/14,4 years 9 months.,0
4975,6084,3463,James,69,261,Domestic Short Hair,5/19/17,1,1,1,0,4,7/28/17,7/28/17,1 year 1 month.,4.37
426,1087,324,Maury,97,261,Domestic Short Hair,8/4/14,1,1,1,0,19,9/22/14,9/22/14,2 years 9 months.,0
3162,4200,1397,Fred,3,261,Domestic Short Hair,7/25/16,1,1,1,0,4,8/3/16,8/3/16,11 months.,2.58
5988,8199,4456,Declan (Merlin),69,261,Domestic Short Hair,9/4/17,1,1,1,0,19,1/6/18,1/6/18,3 years 3 months.,5.14
3144,4179,1389,Popcorn,75,261,Domestic Short Hair,6/14/16,0,1,1,0,2,8/2/16,8/2/16,4 years 3 months.,5.98
663,1562,512,Wild,69,252,Domestic Medium Hair,11/18/14,1,1,1,0,4,1/13/15,1/13/15,2 years 6 months.,0
3872,4593,2589,Finney,68,261,Domestic Short Hair,12/31/15,1,0,0,0,24,12/31/16,12/31/16,2 years 1 month.,0
332,1040,321,Katie,1,261,Domestic Short Hair,8/19/14,0,1,1,0,4,9/22/14,9/22/14,5 years 10 months.,0
4689,5620,3189,Dallas,102,261,Domestic Short Hair,4/14/17,1,1,1,0,4,6/16/17,6/16/17,3 years 4 months.,3.76
109,1417,487,Bumbles,75,243,Domestic Long Hair,12/29/13,1,1,1,0,7,12/29/14,12/29/14,6 years 4 months.,0
769,1780,580,Typo,2,261,Domestic Short Hair,6/1/14,0,1,1,0,10,3/7/15,3/7/15,2 years 11 months.,7.72
5735,9683,1451,Pumpkin Spice,69,261,Domestic Short Hair,6/1/16,0,1,1,0,5,9/7/16,5/5/18,2 years 9 months.,10.68
1660,4133,1451,Pumpkin Spice,69,261,Domestic Short Hair,6/1/16,0,1,1,0,5,9/7/16,5/5/18,2 years 9 months.,10.68
373,937,331,Dougal,1,252,Domestic Medium Hair,7/21/14,1,1,1,0,4,9/22/14,9/22/14,2 years 10 months.,0
850,2094,679,Zeppelin,69,261,Domestic Short Hair,4/16/15,1,1,1,0,4,5/27/15,5/27/15,5 years 5 months.,3.45
410,1050,333,Johnnycake,69,252,Domestic Medium Hair,5/3/14,1,1,1,0,18,9/25/14,9/25/14,3 years 0 months.,0
6297,8641,3697,Sweetgum (Chai),1,252,Domestic Medium Hair,8/23/14,0,1,1,0,5,9/7/17,9/7/17,4 years 5 months.,10.27
563,1401,458,Kevin,97,261,Domestic Short Hair,10/13/14,1,1,1,0,18,12/13/14,12/13/14,2 years 7 months.,0
473,1193,440,Lucas North,3,261,Domestic Short Hair,8/22/14,1,1,1,0,4,11/28/14,11/28/14,4 years 7 months.,0
5339,8169,4421,Ronnie,93,243,Domestic Long Hair,3/20/17,1,1,1,0,2,1/15/18,1/15/18,2 years 0 months.,8.4
9305,13354,7551,Yankee,3,261,Domestic Short Hair,7/5/17,1,1,1,0,2,7/31/19,7/31/19,2 years 0 months.,7.96
5530,7539,4108,Eartha (Taz),94,261,Domestic Short Hair,6/21/17,0,1,1,0,19,10/21/17,10/21/17,2 years 0 months.,3.48
3503,4264,1503,Marietta,64,261,Domestic Short Hair,7/1/16,0,1,1,0,2,10/7/16,10/7/16,2 years 10 months.,5.22
490,1239,405,Carl Kasell (Rory),79,261,Domestic Short Hair,7/6/14,1,1,1,0,16,11/6/14,11/6/14,2 years 10 months.,0
3801,4525,1490,Lelinda,74,261,Domestic Short Hair,9/27/15,0,1,1,0,3,9/27/16,9/27/16,5 years 2 months.,8.11
3785,4523,2461,Acorn,68,261,Domestic Short Hair,9/30/16,1,1,1,0,19,12/1/16,12/1/16,3 years 1 month.,2.1
396,1014,344,Bea,3,261,Domestic Short Hair,7/26/14,0,1,1,0,17,9/28/14,9/28/14,2 years 9 months.,0
471,1262,308,Aladdin,3,261,Domestic Short Hair,7/30/14,1,1,1,0,4,8/27/14,8/27/14,2 years 9 months.,0
3609,4354,1392,Penny,68,252,Domestic Medium Hair,2/4/12,0,1,1,0,3,8/3/16,8/3/16,7 years 5 months.,9.3
4032,4751,2673,Sheetz,85,261,Domestic Short Hair,1/26/16,0,0,0,0,24,1/25/17,1/25/17,1 year 9 months.,0
3509,4285,1401,Brigitta,6,261,Domestic Short Hair,7/25/16,0,1,1,0,4,8/3/16,8/3/16,11 months.,3.04
1628,4058,1386,Rice Cake,6,261,Domestic Short Hair,6/14/16,0,1,1,0,4,8/2/16,8/2/16,1 year 5 months.,4.08
645,1530,505,Blackie Chan,3,261,Domestic Short Hair,1/8/12,1,1,1,0,10,1/8/15,1/8/15,5 years 4 months.,0
3710,4440,1462,Simone,68,261,Domestic Short Hair,4/14/16,0,1,1,0,2,9/14/16,9/14/16,3 years 3 months.,6.15
1633,4085,1440,Bennett,69,261,Domestic Short Hair,6/19/16,1,1,1,0,4,8/24/16,9/22/16,1 year 3 months.,3.23
1580,4053,1440,Bennett,69,261,Domestic Short Hair,6/19/16,1,1,1,0,4,8/24/16,9/22/16,1 year 3 months.,3.23
4256,4995,1293,Callie T.,6,261,Domestic Short Hair,1/15/01,0,1,1,1,3,6/10/16,6/10/16,18 years 5 months.,6.57
6187,8506,4630,Olivia,1,261,Domestic Short Hair,6/21/17,0,1,1,0,24,2/21/18,2/21/18,3 years 2 months.,6.1
1654,4162,1433,Carol (Maggie),62,261,Domestic Short Hair,2/19/15,0,1,1,0,9,8/19/16,8/19/16,5 years 0 months.,7.73
5938,8190,4493,Heaven (Rosie),82,261,Domestic Short Hair,6/9/17,0,1,1,0,3,1/16/18,1/16/18,1 year 0 months.,6.35
1574,7713,3051,Chassis (Cassie),62,261,Domestic Short Hair,5/12/16,0,1,1,0,9,6/8/17,6/8/17,4 years 0 months.,9.03
6411,8863,3725,Kelyn (Penny),6,261,Domestic Short Hair,8/26/15,0,1,1,0,2,9/8/17,11/26/17,2 years 9 months.,9.9
1157,7100,3725,Kelyn (Penny),6,261,Domestic Short Hair,8/26/15,0,1,1,0,2,9/8/17,11/26/17,2 years 9 months.,9.9
5217,6642,3838,Joan,67,261,Domestic Short Hair,7/20/17,0,1,1,0,19,9/14/17,9/14/17,3 years 6 months.,4.07
7042,10556,5836,Ranger (Joey),3,252,Domestic Medium Hair,7/12/18,1,1,1,0,4,9/22/18,9/22/18,1 year 9 months.,3.4
60,10033,5611,Phineas,68,261,Domestic Short Hair,5/9/18,1,1,2,0,24,8/15/18,8/15/18,9 months.,4.1
6915,9741,5288,Savannah,69,261,Domestic Short Hair,4/19/18,0,1,1,0,4,7/12/18,7/12/18,1 year 7 months.,4.23
1390,4536,2421,Pecan Pie,68,261,Domestic Short Hair,8/17/16,0,1,1,0,4,11/30/16,11/30/16,2 years 4 months.,3.98
6536,9024,4918,Avon,74,261,Domestic Short Hair,5/15/17,0,1,1,0,24,5/15/18,5/15/18,1 year 1 month.,5.4
5567,7084,4195,Beverly,89,261,Domestic Short Hair,10/31/16,0,1,1,0,24,10/31/17,10/31/17,1 year 11 months.,7.6
5893,8139,4270,Kennedy,82,261,Domestic Short Hair,5/27/17,0,1,1,0,9,12/7/17,12/7/17,1 year 0 months.,6.9
7583,10818,5877,Nahanni,68,261,Domestic Short Hair,9/21/17,0,1,1,0,4,10/9/18,10/9/18,1 year 6 months.,6.5
1354,8952,4963,Gage,1,243,Domestic Long Hair,3/27/18,1,1,1,0,16,5/24/18,5/24/18,9 months.,3.13
4768,11674,6651,Arnold,79,261,Domestic Short Hair,1/17/17,1,1,1,0,9,1/30/19,1/30/19,2 years 2 months.,9.75
3973,4690,2618,Phyllis,67,243,Domestic Long Hair,3/6/16,0,1,1,0,4,1/12/17,2/16/17,2 years 9 months.,7.04
4080,4834,2618,Phyllis,67,243,Domestic Long Hair,3/6/16,0,1,1,0,4,1/12/17,2/16/17,2 years 9 months.,7.04
5388,6693,3886,Porcelain (Louie),83,261,Domestic Short Hair,7/14/17,1,1,1,0,19,9/19/17,9/19/17,9 months.,4.33
3998,6251,3556,Bert,90,261,Domestic Short Hair,4/25/17,1,1,1,0,19,8/11/17,8/11/17,1 year 4 months.,5.36
5437,6889,3581,Honey,6,261,Domestic Short Hair,4/15/17,0,1,1,0,24,8/10/17,8/10/17,2 years 8 months.,0
7103,10400,5771,Polo,62,261,Domestic Short Hair,6/21/18,1,1,1,0,4,9/13/18,9/13/18,1 year 10 months.,4.1
7029,9924,3796,Kenai,1,261,Domestic Short Hair,9/7/13,1,1,1,1,8,10/6/17,12/1/17,5 years 4 months.,18.42
5545,7006,3796,Kenai,1,261,Domestic Short Hair,9/7/13,1,1,1,1,8,10/6/17,12/1/17,5 years 4 months.,18.42
5373,6785,3796,Kenai,1,261,Domestic Short Hair,9/7/13,1,1,1,1,8,10/6/17,12/1/17,5 years 4 months.,18.42
7219,10238,4413,Bianca,74,261,Domestic Short Hair,12/15/15,0,1,1,0,8,2/7/18,2/7/18,3 years 7 months.,9.69
6708,9386,4972,Hash Brown (Olive),68,261,Domestic Short Hair,3/30/18,0,1,1,0,19,5/25/18,5/25/18,2 years 10 months.,3.26
5383,6698,3995,Ginny (Maisie),81,261,Domestic Short Hair,7/17/17,0,1,1,0,19,10/9/17,11/10/17,3 years 1 month.,5.44
5649,7638,3995,Ginny (Maisie),81,261,Domestic Short Hair,7/17/17,0,1,1,0,19,10/9/17,11/10/17,3 years 1 month.,5.44
6322,8683,2982,Venus,3,261,Domestic Short Hair,4/28/07,0,1,1,0,5,6/7/17,6/7/17,12 years 1 month.,8.5
6354,8729,3110,Emily,3,252,Domestic Medium Hair,5/31/12,0,1,1,0,2,6/26/17,7/25/17,7 years 0 months.,9
4720,5682,3110,Emily,3,252,Domestic Medium Hair,5/31/12,0,1,1,0,2,6/26/17,7/25/17,7 years 0 months.,9
6863,9919,5468,Jacqueline (EO),68,261,Domestic Short Hair,3/31/18,0,1,1,0,10,8/8/18,8/8/18,1 year 3 months.,4.65
6267,8584,4489,Carter,3,261,Domestic Short Hair,1/9/17,1,1,1,0,10,1/26/18,1/26/18,1 year 3 months.,8.7
7243,10277,5569,Ripley,64,252,Domestic Medium Hair,5/12/18,0,1,1,0,4,8/18/18,8/18/18,2 years 1 month.,5.03
6061,8400,4402,Caden,77,252,Domestic Medium Hair,12/13/15,1,1,1,0,17,1/12/18,1/12/18,2 years 4 months.,10.92
5924,8125,4136,Sean (Luckie),1,261,Domestic Short Hair,6/24/17,1,1,1,0,19,12/14/17,12/14/17,11 months.,8.35
6882,9718,5233,Luke,68,261,Domestic Short Hair,3/3/18,1,1,1,0,9,7/3/18,7/3/18,1 year 3 months.,4.66
6378,8778,2612,Tortilla,6,261,Domestic Short Hair,1/4/15,0,1,1,0,8,1/4/17,1/4/17,3 years 7 months.,8
1562,6468,3617,Balsam (Cali),97,261,Domestic Short Hair,4/28/17,1,1,1,0,3,8/21/17,8/21/17,3 years 8 months.,5.45
6147,8443,4532,Porter (Cosmo),68,261,Domestic Short Hair,1/19/17,1,1,1,0,10,2/16/18,2/16/18,1 year 5 months.,10.46
5662,7556,3970,Arnold,74,261,Domestic Short Hair,8/29/17,1,1,1,0,4,10/3/17,10/3/17,1 year 6 months.,3.67
6381,8788,4762,Daniel,68,261,Domestic Short Hair,11/11/17,1,1,1,0,5,4/11/18,4/11/18,1 year 1 month.,8.15
4735,5735,2386,Spyro,74,261,Domestic Short Hair,9/9/16,1,1,1,0,9,12/30/16,5/26/17,1 year 11 months.,8.7
3863,4585,2386,Spyro,74,261,Domestic Short Hair,9/9/16,1,1,1,0,9,12/30/16,5/26/17,1 year 11 months.,8.7
7036,9947,5247,Swift Mr. Bingley),68,261,Domestic Short Hair,4/11/18,1,1,1,0,5,7/4/18,7/4/18,10 months.,4.96
636,1520,470,Pretty,68,261,Domestic Short Hair,12/20/11,0,1,1,0,11,12/19/14,12/19/14,7 years 1 month.,0
5616,7248,3322,Mikki (Bobbie),81,261,Domestic Short Hair,5/6/17,0,1,1,0,5,7/10/17,7/10/17,10 months.,5.43
5547,7091,4063,Klaus,68,261,Domestic Short Hair,8/22/17,1,1,1,0,19,10/25/17,10/25/17,2 years 6 months.,3.38
5267,8979,4729,Ellie Willow),68,261,Domestic Short Hair,5/22/17,0,1,1,0,8,3/27/18,3/27/18,1 year 3 months.,6.9
1611,8626,4720,Benjamin (Benny),67,261,Domestic Short Hair,12/1/17,1,1,1,0,19,3/30/18,3/30/18,21 weeks.,4.13
5034,7547,4011,Iowa (Jazz),68,261,Domestic Short Hair,8/14/17,0,1,1,0,19,11/6/17,11/6/17,26 weeks.,3.5
389,9775,5368,Ben,68,261,Domestic Short Hair,6/3/10,1,2,1,0,15,7/26/18,7/26/18,8 years 5 months.,11.63
6061,8286,4266,Landon,68,261,Domestic Short Hair,11/13/16,1,1,1,0,8,12/18/17,12/18/17,1 year 5 months.,10.54
5709,7655,4176,Demeter (Zoey),69,261,Domestic Short Hair,7/14/17,0,1,1,0,4,11/22/17,11/22/17,2 years 4 months.,4
5805,7886,3890,Ulysses,69,261,Domestic Short Hair,5/30/17,1,1,1,0,24,9/18/17,9/18/17,6 months.,4.6
3608,9312,4825,Macaroni,69,261,Domestic Short Hair,2/19/18,1,1,1,0,19,4/23/18,4/23/18,2 years 3 months.,5
5144,6427,3371,Pop-Tart (Nala),68,261,Domestic Short Hair,4/21/17,0,1,1,0,6,7/14/17,7/14/17,2 years 0 months.,5.71
5518,6994,3820,Tulsi (Bernadette),101,261,Domestic Short Hair,6/5/17,0,1,1,0,19,10/2/17,10/2/17,1 year 11 months.,5.46
28,9755,4401,Jocelyn (Cecilia),3,261,Domestic Short Hair,8/30/17,0,1,1,0,2,3/2/18,3/2/18,3 years 0 months.,7.8
5478,9597,5249,Lightning Bug,103,252,Domestic Medium Hair,4/11/18,0,1,1,0,19,7/4/18,7/4/18,8 months.,3.78
4562,5288,2834,Beignet,82,261,Domestic Short Hair,3/13/15,0,1,1,0,2,3/13/17,3/13/17,3 years 9 months.,6.5
916,8776,4099,Lily,89,261,Domestic Short Hair,5/20/17,0,1,1,0,4,10/20/17,12/30/17,3 years 8 months.,7.98
5565,7087,4099,Lily,89,261,Domestic Short Hair,5/20/17,0,1,1,0,4,10/20/17,12/30/17,3 years 8 months.,7.98
4803,5824,2882,Clara Oswald,1,243,Domestic Long Hair,2/23/17,0,1,1,0,4,2/24/17,2/24/17,1 year 10 months.,6.3
7804,11317,6555,Robert,74,261,Domestic Short Hair,1/3/18,1,1,1,0,24,1/3/19,1/3/19,1 year 5 months.,0
6635,9268,4738,Betty (Eleanor Rigby),64,261,Domestic Short Hair,2/20/18,0,1,1,0,10,3/27/18,6/14/18,1 year 9 months.,4.91
6382,8786,4738,Betty (Eleanor Rigby),64,261,Domestic Short Hair,2/20/18,0,1,1,0,10,3/27/18,6/14/18,1 year 9 months.,4.91
6649,9689,5208,Kenan (Paco),1,261,Domestic Short Hair,3/30/18,1,1,1,0,32,7/11/18,7/11/18,1 year 3 months.,5.385
5776,7773,4183,Marya,79,261,Domestic Short Hair,8/31/17,0,1,1,0,4,11/27/17,11/27/17,8 months.,4.45
5812,7890,4238,Alyssa,1,261,Domestic Short Hair,7/18/17,0,1,1,0,19,11/30/17,11/30/17,9 months.,7
4914,5962,3228,Riley,1,261,Domestic Short Hair,4/7/17,1,1,1,0,19,6/23/17,6/23/17,2 years 6 months.,4.93
7898,11278,5827,Daisy,68,261,Domestic Short Hair,5/17/18,0,1,1,0,9,9/22/18,9/22/18,2 years 2 months.,6.32
5837,7915,4016,Heathcliffe,68,261,Domestic Short Hair,4/11/17,1,1,1,0,5,11/9/17,11/9/17,1 year 1 month.,7.38
7944,11324,2385,Mushu,68,261,Domestic Short Hair,9/9/16,0,1,1,0,9,12/14/16,11/6/18,3 years 2 months.,10.78
3720,4577,2385,Mushu,68,261,Domestic Short Hair,9/9/16,0,1,1,0,9,12/14/16,11/6/18,3 years 2 months.,10.78
136,275,118,Ringo,68,261,Domestic Short Hair,2/26/14,0,1,1,0,4,4/9/14,4/9/14,4 years 2 months.,0
6530,9114,4986,Funnel Cake (Bella),68,252,Domestic Medium Hair,3/23/18,0,1,1,0,19,5/25/18,5/25/18,1 year 0 months.,3.22
6295,8639,4273,Martin,97,243,Domestic Long Hair,5/13/15,1,1,1,0,5,12/29/17,12/29/17,5 years 2 months.,10.2
6934,9777,5322,Liam,63,261,Domestic Short Hair,4/10/18,1,1,1,0,5,7/17/18,7/17/18,8 months.,4.26
4372,5124,2840,Eclair,81,261,Domestic Short Hair,2/24/17,0,1,1,0,4,3/13/17,3/13/17,3 years 6 months.,2.92
4387,5120,2838,Biscotti,74,261,Domestic Short Hair,2/24/17,0,1,1,0,4,3/13/17,3/13/17,1 year 10 months.,2.62
393,5912,3139,Bartels,74,261,Domestic Short Hair,4/19/17,1,1,1,0,4,6/7/17,6/7/17,1 year 8 months.,5.89
6861,9690,5234,Jess (Hazel),81,261,Domestic Short Hair,3/3/18,0,1,1,0,9,7/3/18,7/3/18,1 year 2 months.,5.53
5896,8055,4363,Sparkledust (Lola),79,243,Domestic Long Hair,10/23/17,0,1,1,0,19,12/4/17,12/4/17,1 year 2 months.,3.9
6555,9059,4842,Azalea,74,261,Domestic Short Hair,4/27/17,0,1,1,0,8,5/4/18,5/4/18,1 year 6 months.,8.01
5754,9131,4956,Minerva (Piper),63,261,Domestic Short Hair,4/5/18,0,1,1,0,4,5/24/18,5/24/18,2 years 3 months.,2.38
7375,10516,5726,Kenneth,67,252,Domestic Medium Hair,3/31/18,1,1,1,0,10,9/19/18,9/19/18,1 year 1 month.,5.44
6536,9023,4912,Ray,68,261,Domestic Short Hair,5/15/17,1,1,1,0,24,5/15/18,5/15/18,2 years 1 month.,5.9
5852,8058,4121,Ginger Snap (Ruby),62,261,Domestic Short Hair,7/12/17,0,1,1,0,4,11/2/17,11/2/17,2 years 5 months.,6.83
5729,8470,3971,Anderson (Mishka),74,261,Domestic Short Hair,8/29/17,1,1,1,0,9,10/3/17,3/15/18,1 year 4 months.,8
5688,7610,3971,Anderson (Mishka),74,261,Domestic Short Hair,8/29/17,1,1,1,0,9,10/3/17,3/15/18,1 year 4 months.,8
8266,11738,5636,Brynlee,74,261,Domestic Short Hair,5/7/18,0,1,1,0,5,9/19/18,9/19/18,11 months.,7.67
6603,9168,4942,Celeste,81,261,Domestic Short Hair,5/17/17,0,1,1,0,9,5/22/18,5/22/18,3 years 3 months.,6.94
4836,5880,3106,Chiffon,82,252,Domestic Medium Hair,6/2/12,0,1,1,0,5,6/12/17,6/12/17,6 years 7 months.,8
523,1320,421,Cocoa Puff,87,315,Siamese Mix,8/13/14,1,1,1,0,15,11/13/14,11/13/14,5 years 4 months.,0
4438,5140,2836,Croissant (Tom),79,261,Domestic Short Hair,2/24/17,1,1,1,0,19,3/13/17,5/13/17,1 year 10 months.,3.4
4434,5135,2836,Croissant (Tom),79,261,Domestic Short Hair,2/24/17,1,1,1,0,19,3/13/17,5/13/17,1 year 10 months.,3.4
876,4738,2679,Gracie,63,261,Domestic Short Hair,11/18/16,0,1,1,0,24,1/28/17,1/28/17,2 years 8 months.,2.65
5849,7962,4178,Nike (Tillie),68,261,Domestic Short Hair,7/14/17,0,1,1,0,4,11/22/17,11/22/17,1 year 0 months.,4.9
1015,2501,717,Tom Tom,88,261,Domestic Short Hair,6/20/02,1,1,1,0,3,6/20/15,6/20/15,16 years 0 months.,12.12
4914,5963,3234,Robbie,3,261,Domestic Short Hair,4/7/17,1,1,1,0,19,6/23/17,6/23/17,1 year 9 months.,4.88
393,5911,3137,Betty Jo,68,261,Domestic Short Hair,4/19/17,0,1,1,0,4,6/7/17,6/7/17,1 year 8 months.,3.69
5495,7282,3807,Tish,1,252,Domestic Medium Hair,5/20/17,0,1,1,0,10,9/9/17,9/9/17,1 year 10 months.,6.4
5885,8049,3913,Cass,81,261,Domestic Short Hair,3/21/16,0,1,1,0,2,9/22/17,9/22/17,2 years 4 months.,7.6
6499,9111,2909,Madison,1,243,Domestic Long Hair,4/2/16,0,1,1,0,2,5/25/17,5/25/17,3 years 4 months.,9.65
6339,8694,4676,Lawrence (Dethyus),3,261,Domestic Short Hair,10/7/16,1,1,1,0,5,3/21/18,3/21/18,1 year 7 months.,9
8486,12010,6899,Mary,1,243,Domestic Long Hair,3/20/12,0,1,1,0,24,3/19/19,3/19/19,7 years 2 months.,6.3
8220,11684,6794,Mango,74,261,Domestic Short Hair,2/21/18,0,1,1,0,24,2/21/19,2/21/19,1 year 2 months.,0
8033,11421,6551,Tantor,63,261,Domestic Short Hair,9/27/18,1,1,1,0,4,1/10/19,1/10/19,8 months.,4.4
6841,9698,5420,Daniel,67,243,Domestic Long Hair,5/10/18,1,1,1,0,19,7/26/18,7/26/18,8 months.,3.3
6151,8437,3672,Nicki (Molly),1,261,Domestic Short Hair,5/22/17,0,1,1,0,19,8/14/17,8/14/17,1 year 1 month.,8
6149,8439,3686,Gaston,74,261,Domestic Short Hair,3/23/17,1,1,1,0,9,8/29/17,8/29/17,1 year 4 months.,10.5
139,2203,645,Princess Charlotte,3,243,Domestic Long Hair,9/9/14,0,1,1,0,2,5/9/15,5/9/15,3 years 11 months.,7.64
